customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,balance_to_salary_ratio,Credit_Utilization_Ratio,credit_score_range
0.2756161271095934,0.5379999999999999,0.0,0.0,0.3243243243243243,0.2,0.0,0.0,1.0,1.0,0.5067348931822989,1.0,0.0,0.0,0.25
0.32645436399201344,0.5159999999999999,1.0,0.0,0.3108108108108108,0.1,0.334031478677259,0.0,0.0,1.0,0.5627087386845444,0.0,7.015554181687527e-05,0.29655867571383404,0.25
0.21442143454311946,0.30399999999999994,0.0,0.0,0.3243243243243243,0.8,0.6363571759354565,0.6666666666666667,1.0,0.0,0.5696543519906151,1.0,0.00013202261106814392,0.6842645573740541,0.75
0.5426358759785401,0.6980000000000001,0.0,0.0,0.2837837837837838,0.1,0.0,0.3333333333333333,0.0,0.0,0.46912005096486714,0.0,0.0,0.0,0.5
0.6887783062454744,0.9999999999999999,1.0,0.0,0.3378378378378379,0.2,0.5002462155052676,0.0,1.0,1.0,0.3954003607344502,0.0,0.00014951545581221617,0.31768133780278307,0.0
0.033245462800358894,0.59,1.0,1.0,0.35135135135135137,0.8,0.45339436422174445,0.3333333333333333,1.0,0.0,0.7487971601287922,1.0,7.156180413069243e-05,0.3794400944160634,0.25
0.10732472228777823,0.9440000000000001,0.0,1.0,0.4324324324324324,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.050260899915941966,0.0,0.0,0.0,0.0
0.3618039193724485,0.051999999999999935,0.5,0.0,0.14864864864864863,0.4,0.4585397202505608,1.0,1.0,0.0,0.5967334880481086,1.0,9.081494946790527e-05,0.6582879928347166,0.75
0.9066958946193608,0.30199999999999994,0.0,1.0,0.35135135135135137,0.4,0.5661703921301275,0.3333333333333333,0.0,1.0,0.37468038197647874,0.0,0.00017857556045560493,0.6100090036949505,0.75
0.10675669729467785,0.668,0.0,1.0,0.12162162162162166,0.2,0.5364882610306042,0.0,1.0,1.0,0.3586049967771922,0.0,0.00017679773648064385,0.423380585053519,0.5
